keyword_id,name
special instantaneous bond,special instantaneous bond
tiny-diameter grinding wheel,tiny-diameter grinding wheel
optics glass,optics glass
molecular dynamics,molecular dynamics
ultra-fine machining,ultra-fine machining
control rule,Control rule
sine controller,sine controller
pascoletti-serafini scalarization method,Pascoletti-Serafini scalarization method
deformable model,Deformable model
gradient vector flow,Gradient Vector Flow
b-spline,B-spline
finite element,finite element
cognitive map,cognitive map
design science,design science
research methodology,research methodology
strategic decision making,strategic decision making
multi-view classification,Multi-view classification
vehicular crowdsensing,vehicular crowdsensing
sensing task,sensing task
smart contract,Smart contract
stackelberg game,Stackelberg game
heavy duty truck,Heavy duty truck
driving cycle,Driving cycle
powertrain transmission ratio,Powertrain transmission ratio
liquid-vapor separation condenser,Liquid-vapor separation condenser
organic rankine cycle,Organic Rankine cycle
thermodynamic performance,Thermodynamic performance
dynamic-static drainage consolidation method,dynamic-static drainage consolidation method
silty ground,silty ground
ground treatment,ground treatment
meromorphic optimal domain,Meromorphic optimal domain
volterra operator,Volterra operator
bergman-morrey spaces,Bergman-Morrey spaces
point clouds,point clouds
3d face flow estimation,3D face flow estimation
adaptive sampling,Adaptive sampling
context-awareness,context-awareness
uav,UAV
virtual and real interaction,Virtual and Real Interaction
4g/5g communication interface,4G/5G Communication Interface
circular polarization converter,Circular polarization converter
water structure,water structure
optically transparent circuit,optically transparent circuit
hybrid bus,Hybrid bus
power hybrid configurations,Power hybrid configurations
energy management,Energy management
control strategy parameters,Control strategy parameters
many-objective,Many-objective
reference distance,reference distance
constant velocity transmission,Constant velocity transmission
zero torsion,Zero torsion
symmetric product,Symmetric product
single exponential motion generator,Single exponential motion generator
permanent magnet motor,Permanent magnet motor
interference fit,interference fit
ultra-high speed spindle,Ultra-high speed spindle
e-government,E-government
portal,portal
measurement,Measurement
clustering algorithms,Clustering algorithms
heuristic algorithms,Heuristic algorithms
licenses,Licenses
standardization,Standardization
euclidean distance,Euclidean distance
dynamic metric,Dynamic metric
iteration acceleration,iteration acceleration
coefficient of variation metric,coefficient of variation metric
antennas,Antennas
couplings,Couplings
metals,Metals
pins,Pins
filtering theory,filtering theory
surface waves,Surface waves
resonators,Resonators
impedance matching,Impedance matching
mutual coupling,Mutual coupling
equivalent circuits,Equivalent circuits
high isolation,High isolation
multiple-input--multiple-output (mimo) antenna,multiple-input--multiple-output (MIMO) antenna
face recognition,Face recognition
ams-cl,AMS-CL
resnet,ResNet
class distance,Class distance
position-velocity-time(pvt),Position-Velocity-Time(PVT)
as-curve,AS-curve
motion controller,motion controller
mobile sensor network,mobile sensor network
sparse deployment,sparse deployment
event area,event area
coverage weight,coverage weight
connectivity,connectivity
multi-objective,multi-objective
decomposition strategy,decomposition strategy
motorized spindle,motorized spindle
finite element method,Finite element method
lithographic performance,lithographic performance
low temperature curing,low temperature curing
mechanical property,Mechanical property
photosensitive polyimide,Photosensitive polyimide
thermal stability,thermal stability
platform-cylinder group foundation system,platform-cylinder group foundation system
interaction,interaction
excitation of water wave,excitation of water wave
dynamic behaviour,dynamic behaviour
osteonecrosis of the femoral head,osteonecrosis of the femoral head
mesenchymal stem cells,mesenchymal stem cells
exosomes,exosomes
osteogenesis,osteogenesis
signaling pathway,signaling pathway
monocular visual odomet,monocular visual odomet
scale space,scale space
orb algorithm,ORB algorithm
ransac algorithm,RANSAC algorithm
generative adversarial networks,generative adversarial networks
interconnected stabilization,interconnected stabilization
equivalence method of lyapunov's function,equivalence method of Lyapunov's function
neutral control system,neutral control system
multi-delays,multi-delays
discourse domain,discourse domain
transformation of discourse domain,transformation of discourse domain
developing market,developing market
intelligent manufacturing system,Intelligent manufacturing system
industry 5.0,Industry 5.0
human-centric,Human-centric
proactive integrated design,Proactive integrated design
analysis discriminative dictionary,Analysis discriminative dictionary
incoherence promotion,Incoherence promotion
label relationships,Label relationships
terahertz spectroscopy,Terahertz spectroscopy
radial basis function,Radial basis function
kernel principal component analysis,Kernel principal component analysis
object,Object
data mining,Data Mining
dynamic-tradaboost,dynamic-TrAdaBoost
k-means,K-means
adaptive optics,Adaptive optics
wavefront prediction,Wavefront prediction
frequency domain,frequency domain
drc,DRC
physical design,physical design
3d nand flash memory,3D NAND flash memory
flash translation layer,Flash translation layer
garbage collection,Garbage collection
copyback,Copyback
multi-threshold,Multi-threshold
puncture robot,Puncture robot
ct guidance,CT guidance
cable-driven,Cable-driven
needle position,Needle Position
transition metal selenides,Transition metal selenides
li ion battery,Li ion battery
multi-layer nanosheets,Multi-layer nanosheets
electrochemical performance,Electrochemical performance
gray projection,gray Projection
eye location,eye location
skin color segmentation,skin color segmentation
otsu,otsu
dynamic positioning,Dynamic Positioning
ship control,ship control
carbon nanotubes,Carbon nanotubes
hydrogen storage alloy,hydrogen storage alloy
electrochemical properties,electrochemical properties
manufacture batch,manufacture batch
information,information
intelligent,intelligent
thermal management,Thermal management
solid-solid phase transition,Solid-solid phase transition
contact thermal resistance,Contact thermal resistance
flame-retardant composites,Flame-retardant composites
a3200,A3200
cnc system,CNC system
laser interferometer,Laser Interferometer
error calibration,Error calibration
texture,Texture
rough k-means,rough k-means
zipper teeth,zipper teeth
intelligent extraction,intelligent extraction
electrorheological fluid,electrorheological fluid
micro-parts,micro-parts
superfine machining,superfine machining
tpms,Tpms
sp12t,SP12T
pressure,pressure
temperature,Temperature
control system,control system
intelligent control,intelligent control
fuzzy control,fuzzy control
hydraulic machine,hydraulic machine
multi-band cooperative spectrum sensing,Multi-band cooperative spectrum sensing
dwt,DWT
fft,FFT
focal loss,Focal loss
yolov8,YOLOv8
dsconv,DSConv
c2ds feature fusion module,C2DS Feature Fusion Module
focal-eiou,Focal-EIOU
cbam attentional mechanisms,CBAM Attentional Mechanisms
robotic bicycle,robotic bicycle
self-balance,Self-balance
dynamic model,Dynamic Model
controller,Controller
job shop,job shop
dynamic scheduling,Dynamic scheduling
schedule rules,schedule rules
variable criterions,variable criterions
